name,id,url,review_count,rating,price,phone,Address,Address_2,City,Zip_Code
Drum Coffee,DCsaDhimGvoeZvh2MfXy5g,https://www.yelp.com/biz/drum-coffee-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,47,4.5,$,+14067215290,600 South Ave W,,Missoula,59801
Caffe Dolce,rDcwJsGJs0YAOK1qlPCeIg,https://www.yelp.com/biz/caffe-dolce-missoula-4?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,29,3.0,$$,+14065494914,2901 Brooks St,,Missoula,59801
Taco del Sol,WKm8U_Kqk3T6uFknRsek5A,https://www.yelp.com/biz/taco-del-sol-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,26,3.5,$,+14065418226,3075 N Reserve St,,Missoula,59808
Wendy's,BOXYFV6qU9OJNgKyuocaEQ,https://www.yelp.com/biz/wendys-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,12,3.5,$,+14067218988,2720 N. Reserve,,Missoula,59808
Jimmy John's,7GX6_belkhXe5xeb2Zxriw,https://www.yelp.com/biz/jimmy-johns-missoula-3?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,12,3.5,$,+14065438100,2230 N Reserve St,Ste 420,Missoula,59808
Papa Murphy's,VGNP2EMqHqF3ZibL8z_llQ,https://www.yelp.com/biz/papa-murphys-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,6,3.5,$$,+14065416190,1801 South 3rd Street West,,Missoula,59801
Taco John's,U-STpCA4mO9lD4lNysNO3w,https://www.yelp.com/biz/taco-johns-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,10,2.5,$,+14065437273,623 W Broadway,,Missoula,59802
Amc Dine in Theater,bYDN6iRgtySeur-D2zcKDg,https://www.yelp.com/biz/amc-dine-in-theater-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,22,2.5,,,2901 Brooks St,,Missoula,59801
Hardee's,3x6SgKy_y9cLIRScNMyBEw,https://www.yelp.com/biz/hardees-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,7,2.0,,+14067218386,8077 Hwy 10 W,,Missoula,59808
Crossroads,lpGF8554FmH2fJDEBjWsVQ,https://www.yelp.com/biz/crossroads-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,3,2.5,,+14065417896,8018 Highway 93 N,,Missoula,59801
Noodles,AHUgybwH4gRRFaKp-GeU8g,https://www.yelp.com/biz/noodles-missoula-3?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,57,3.0,$,+14062519745,3680 Brooks St,,Missoula,59801
Taco Bell,_BvHVmXqSS5OuZa-lK5U9A,https://www.yelp.com/biz/taco-bell-missoula-5?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,15,3.0,$,+14067286667,651 E Broadway,,Missoula,59802
Canyon River Golf Course,76ewyaY5hyOVTDQeU5JiUQ,https://www.yelp.com/biz/canyon-river-golf-course-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,4,4.0,$$$,+14067210222,1268 Bandmann Trl,,Missoula,59801
Denny's,Y2wh8x1l-Y4RdoXRJRifyA,https://www.yelp.com/biz/dennys-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,50,2.5,$$,+14068298500,2922 Brooks St,,Missoula,59801
IHOP,zF2F4i0XVypCLVbGcJ8Oew,https://www.yelp.com/biz/ihop-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,80,2.0,$,+14065414467,3700 N Reserve St,,Missoula,59808
Popeyes Louisiana Kitchen,TS0vUFxhvT96XZDzbrokTQ,https://www.yelp.com/biz/popeyes-louisiana-kitchen-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,60,1.5,$,+14069261096,4750 North Reserve Street,,Missoula,59808
Dairy Queen,SpVkNOzCwj7-iUhTT3XmPQ,https://www.yelp.com/biz/dairy-queen-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,7,4.0,$,+14065496075,1735 S Higgins Ave,,Missoula,59801
Brownies-Taco Treat,ASur9fUHbTRuly_Q_wdAkg,https://www.yelp.com/biz/brownies-taco-treat-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,23,2.5,$,+14067286800,1800 Bow St,,Missoula,59801
Jedediah's At the Airport,e3ojcToqsadGuI5ATQ6TkQ,https://www.yelp.com/biz/jedediahs-at-the-airport-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,22,1.5,$$,+14065490212,5225 W Broadway St,Ste 15,Missoula,59808
Burger King,5QC0o6XA9A76dvemT6P47g,https://www.yelp.com/biz/burger-king-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,20,2.0,$,+14065420223,701 East Broadway,,Missoula,59802
The Loose Caboose,hGDgxntjeGOq73t4813Zzw,https://www.yelp.com/biz/the-loose-caboose-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,3,4.5,$,+14068298333,6149 Mullan Rd,,Missoula,59808
Silver Slipper Sports Bar & Grill,CBrxXIpSTETycWUB_iZRPA,https://www.yelp.com/biz/silver-slipper-sports-bar-and-grill-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,13,3.5,$$,+14062515402,4055 Brooks St,,Missoula,59804
Domino's Pizza,QcD-ROOkPBf996u5x5Xjpg,https://www.yelp.com/biz/dominos-pizza-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,21,3.5,$,+14069266411,4921 N Reserve St,,Missoula,59808
Country Pride,Oi5AqJkthSzNkJLxw4su8Q,https://www.yelp.com/biz/country-pride-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,2,3.0,,+14055492327,8018 US Hwy 93 N,,Missoula,59808
Burger King,UApUmu37G9wuTaY14MEO0A,https://www.yelp.com/biz/burger-king-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,21,2.0,$,+14065421638,2601 N Reserve St,,Missoula,59808
Jokers Wild Casino & Restaurant,M5TYEP2zN7bMSyC2nupQUw,https://www.yelp.com/biz/jokers-wild-casino-and-restaurant-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,3,1.5,$$,+14065494403,4829 N Reserve St,,Missoula,59808
O'Neill's Hot Dogs,dxx_cyUslvlaZXT2rmlktw,https://www.yelp.com/biz/o-neills-hot-dogs-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,1,1.0,,+14063701065,400 W Broadway,Ste 101-344,Missoula,59802
Taco John's,y4wPgzbp66kUtuDgAQNpsg,https://www.yelp.com/biz/taco-johns-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,18,3.0,$,+14065437275,2600 S Reserve St,,Missoula,59801
Papa John's Pizza,7ux6gxruc_RmiQxde7mw4g,https://www.yelp.com/biz/papa-johns-pizza-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,8,3.0,$,+14062737272,3100 Brooks St.,,Missoula,59801
Tarantino's Pizzeria,lIN-k6TdAK6uzGfJkXiftQ,https://www.yelp.com/biz/tarantinos-pizzeria-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,23,3.0,$$,+14069262400,4055 Brooks St,,Missoula,59804
Highlands Golf Club,1-_C_OIL4lDwu2MWeW18Ug,https://www.yelp.com/biz/highlands-golf-club-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,3,4.0,,+14067287360,102 Ben Hogan Dr,,Missoula,59803
Rowdy's Cabin,RHLeMT3-8c8hBvH5aBIDrQ,https://www.yelp.com/biz/rowdys-cabin-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,12,2.5,$$,+14065438001,4880 N Reserve St,,Missoula,59808
Papa Murphy's,aWj1Q6nVe9cENgkdKKiBRA,https://www.yelp.com/biz/papa-murphys-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,5,4.0,,+14065410500,3800 South Russell Street,Suite 14D,Missoula,59803
Taco Bell,ZzwZn8eUktUc17MbdCLFHw,https://www.yelp.com/biz/taco-bell-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,9,2.5,$,+14067288689,3400 Brooks Street,,Missoula,59801
Baba's Burgers & Gyros @ Stockman's Bar,a_rfXgz6z8h4c52p13oiAg,https://www.yelp.com/biz/babas-burgers-and-gyros-stockmans-bar-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,1,1.0,,+14062746111,125 W Front St,,Missoula,59802
Domino's Pizza,pgvo2P-hG6tk2d9Kh8FHwQ,https://www.yelp.com/biz/dominos-pizza-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,19,2.5,$,+14067217610,111 South Ave W,,Missoula,59801
Noodle Express,n2tvJ5jnhkqC2RwLmDnoSg,https://www.yelp.com/biz/noodle-express-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,23,2.5,$$,+14065498850,2901 Brooks,,Missoula,59801
Caffe Gita,wmYPZlVvUC6E1-r2xMd_8Q,https://www.yelp.com/biz/caffe-gita-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,3,3.5,,+14064652117,2000 S Higgins Ave,,Missoula,59801
Taco Time,TfAZ0wHkn88L9U6edfZs8Q,https://www.yelp.com/biz/taco-time-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,14,3.0,$,+14065421414,4780 N Reserve St,,Missoula,59808
Wendy's,iL4f3couolm27MWhZINTJg,https://www.yelp.com/biz/wendys-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,6,3.0,$,+14067281393,3011 Brooks Avenue,,Missoula,59801
Trapper Peak Coffee Company,Z35J65WkcxXD0yQczhY2-Q,https://www.yelp.com/biz/trapper-peak-coffee-company-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,1,3.0,,,301 E Main St,,Missoula,59802
Subway Restaurants,fiVkkahQQ2hktQzMeD_u7w,https://www.yelp.com/biz/subway-restaurants-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,1,1.0,,+14065418070,200 West Pine St.,,Missoula,59802
Little Caesars Pizza,cduSxumwBoVshQQW6qmZVA,https://www.yelp.com/biz/little-caesars-pizza-missoula-4?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,4,2.5,$,+14065417492,3075 N Reserve St,,Missoula,59808
Arby's,IKW0jjPDncgmD3NfC0It4g,https://www.yelp.com/biz/arbys-missoula-3?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,10,2.0,$,+14065411640,3115 N Reserve St,,Missoula,59808
Reno Casino,Ed2QPlC-TSxutq18Hj6j4A,https://www.yelp.com/biz/reno-casino-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,3,2.5,,+14067289924,3650 Mt Highway 200 E,,Missoula,59802
Airport Restaurant and Lounge,zlk5VgpdJftuRQE0yhpOGQ,https://www.yelp.com/biz/airport-restaurant-and-lounge-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,5,3.0,,+14065438670,5225 W Broadway St,Ste 15,Missoula,59808
Little Caesars Pizza,fImuOmlilnKJMaO6liCeFQ,https://www.yelp.com/biz/little-caesars-pizza-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,9,2.5,$,+14065499992,1916 Brooks St,,Missoula,59801
Jimmy John's,vtgLbevacvHKepSuLXOHtg,https://www.yelp.com/biz/jimmy-johns-missoula-4?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,7,3.5,$,+14069266450,3680 Brooks St,,Missoula,59801
Deano's Travel Plaza,N5179JOumC3h59SfVs86hQ,https://www.yelp.com/biz/deanos-travel-plaza-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,7,1.5,,+14065438885,5055 N Reserve St,,Missoula,59808
Hoagieville,7NM2MDiiGBQFTX1SX2CfiQ,https://www.yelp.com/biz/hoagieville-missoula-4?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,18,3.0,$,+14067285008,2901 Brooks St,Ste A7,Missoula,59801
Papa John's Pizza,A_ZG--pafuxWCjNz1sdugQ,https://www.yelp.com/biz/papa-johns-pizza-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,3,1.0,$,+14067217272,1760 Brooks St,,Missoula,59801
KFC,H1WBFo-rP5pW1JRpgKUFTQ,https://www.yelp.com/biz/kfc-missoula-3?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,16,2.5,$,+14065436601,3306 Brooks St,,Missoula,59801
Arby's,1GXNSbei9e7qDV32Wbohog,https://www.yelp.com/biz/arbys-missoula-2?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,9,2.5,$,+14065438484,2900 Brooks St,,Missoula,59801
Stageline Pizza,mFZchOk7ux3QIvLbWV1a3g,https://www.yelp.com/biz/stageline-pizza-missoula?adjust_creative=9aetCFF9NH-ceRnjnNBXZg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9aetCFF9NH-ceRnjnNBXZg,6,2.5,,+14065495151,700 SW Higgins Ave,Ste 1C,Missoula,59803
