,level_0,index,Unnamed: 0,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,sentiment
176,185,1,1,N J,https://www.google.com/maps/contrib/102937408780969614359/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyvI8ic8RkzulGlxSpDCWVveTBeyxJF6BzVS365=s128-c0x00000000-cc-rp-mo-ba4,4,3 months ago,The creamy smoothie (blue version) was absolutely delicious! The guy who took our order was so helpful and nice. Only reason for 4 stars is this place is beyond expensive!,1630543774,Good
177,186,2,2,Dmitriy Kozerovskiy,https://www.google.com/maps/contrib/117660539442768863137/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgufoZ5Mm47CvTknNGFnz_NCUQXCYgPjCl_K_G2Tg=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,Delicious and healthy food. A good break from all the heavy food we were eating for the few prior days we were exploring Montana.,1631554207,Good
178,187,3,3,Tilly Cantor,https://www.google.com/maps/contrib/107259039108658579594/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwZ1alM5hfEt7WSuc8vcRbDbiQy7XKo7f4d-IEm=s128-c0x00000000-cc-rp-mo,1,2 months ago,I'm glad I decided to try this place out. Definitely gives me more ideas of where NOT to go eat down town. Overpriced and boring taste. Go literally anywhere else for a better more affordable salad.,1631734229,Bad
179,188,4,4,Philippe Leiritz,https://www.google.com/maps/contrib/115909246035297945289/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjQjPPid6CZmMcMBcYzumOeZVuW6xip3cKql3nOkA=s128-c0x00000000-cc-rp-mo-ba5,5,3 months ago,"On Higgins, just across the Catalyst.
Good coffee. Good quiche. Friendly staff. Clean. Simple menu. Good experience.
Will be back",1629747172,Good
180,189,0,0,Rob Rez,https://www.google.com/maps/contrib/117200020928889762345/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwCz3ywVk_3fECyh9rgF0fuaZJT6ac7KxuSR_VE=s128-c0x00000000-cc-rp-mo,5,4 months ago,Beyond awesome knowledge and service! They really know their stuff! I think I have found my forever sneaker store!!,1628294940,Good
181,190,1,1,Kevin Krieg,https://www.google.com/maps/contrib/115495782017156561863/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjPihCB-OJjesEnQOaJnUgNSWcovzWRuAhKSuJa=s128-c0x00000000-cc-rp-mo,5,8 months ago,Erin and the entire team never cease to exceed expectations!  Their knowledge and commitment to helping you find the right equipment is only exceeded by their passion and caring nature. Thanks so much!,1617287133,Good
182,191,2,2,Rena W,https://www.google.com/maps/contrib/103952791031322664148/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwZ9Ab8MaBVyCjl0ppvsjSQncx4q1P4FihBgd2y=s128-c0x00000000-cc-rp-mo,5,10 months ago,"I got there at the very end of the day. I have a condition with my feet and I was recommended to go there to be sized for sturdier shoes. I was pleased how everything went. They also have a brand of shoes that if your feet are different sizes you can be custom fitted. I highly recommend this store, the customer service is wonderful and the prices are too!",1611419776,Good
183,192,3,3,Cassie Morton Moree (Cassie Morton),https://www.google.com/maps/contrib/117895723118083080299/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhJiQtX218PBlYZs3HMrRju9qUvfxztCNBGG7x6uA=s128-c0x00000000-cc-rp-mo-ba3,5,5 months ago,"Runner’s Edge was opened 20 years ago by Anders Brooker who was around my age running track and cross country in high school so I recognized him and try my best to support them. I think he offered me a job in 2003 when I was assistant coaching cross country at Loyola Sacred Heart high school. I regret not taking that job even though I had a few other jobs at the time. My most recent experience at the store was amazing! And that’s what you go there for is the experience. My sales gal Carson had me step on quite the machine that maps your foot from 1200 angles. Then she would watch me walk/run and suggest and bring out shoes from the back and the first one they brought out was the new that day Brooks Ghost. I ended up getting the previous model of the Brooks Ghost that just went on sale that day. The owners Anders and his wife Meg are so very involved in the community. They host races. Anders is the announcer and knows all the local runners names. Meg was doing an informational session about the Missoula Marathon at the Good Food Store community room in 2012 that I went to and she was so friendly giving me her cell for support. I was also trying to coach LSH cross country again at the time. During this recent experience on Wednesday, Carson gave my three year old a book. Meg fed my daughter mandarin oranges. Experience our community by visiting Runner’s Edge - voted Best Running Store in the Nation many times over.",1624667304,Good
184,193,4,4,Volkmar von Sehlen,https://www.google.com/maps/contrib/115774250331260599990/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhITkDmN93OZEiY6V-GmqfqcGDCR5Mhz0xndmcChA=s128-c0x00000000-cc-rp-mo,5,8 months ago,"Fantastic personal attention! The employees, all, have incredible product knowledge, and all are runners themselves. Thus, they are experts not only for the products they sell, but also in the field of running itself.
I bought a pair of trail shoes and a pair of road shoes today! Super happy with my selection (which took me quite a while to decide). Sarah, who helped me today, was very patient, positive, and very pleasant!
Thank you very much!
I have shopped with them for more than a decade and a half, and definitely will return to the Runner's Edge again and again, eventhough I no longer live in Missoula. Happy running!",1616557125,Good
185,194,0,0,Lavishing Ironic,https://www.google.com/maps/contrib/109962498596764495128/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzL5oIb9_oQU29oKReBuI_XeC4fxsPCTTlXZYS4=s128-c0x00000000-cc-rp-mo,4,in the last week,"This place is great, the only thing I've always wondered is why they don't have a card reader? I live downtown and I can't count the times that I would have dropped in to get lunch but I just didn't have any cash on me and had to go somewhere else. I'm pretty sure that my business alone would have paid for the reader.",1638499865,Good
186,195,1,1,Reggie Johnson,https://www.google.com/maps/contrib/113582422566903197766/reviews,en,https://lh3.googleusercontent.com/a/AATXAJywnZ-Qlt6XCo_9wBa_5z3E61g3agEFoflGK6GM=s128-c0x00000000-cc-rp-mo,5,2 months ago,Been coming to Charlie’s and the Dino for years. Also great. Truly a gem of Missoula.,1631207150,Good
187,196,2,2,Benji Hall,https://www.google.com/maps/contrib/117862926161249247919/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GidA9WRCGluLX0BGuKGRaKfL4BNPiLY-Mxd817C-Q=s128-c0x00000000-cc-rp-mo-ba3,5,6 months ago,One of the best Catfish Po' boys I've ever had was served here. Great place to get good drinks and food.,1620873542,Good
188,197,3,3,Ben,https://www.google.com/maps/contrib/110984717112628970604/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjuM_x6uG8jZMTpmbIUSqoXuojrWN977-s7z2aqtQ=s128-c0x00000000-cc-rp-mo-ba2,5,3 weeks ago,I don’t live in Missoula anymore but I think of The Dino often. One of my favorite places to eat in the world.,1636917411,Good
189,198,4,4,Thisguy Twothumbs,https://www.google.com/maps/contrib/109706054989628386700/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxdpH6uWdgu0shX3vO7-mKS2cdCksActhlfWhzM=s128-c0x00000000-cc-rp-mo-ba2,3,3 months ago,Staff seemed a little harried but kept a polite and casual grace they have real potential,1629270400,Bad
190,199,0,0,EarthDeNeal,https://www.google.com/maps/contrib/102301625209171582334/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgMavbRZ17-8WPcGx4mQ0ZMXyMDoju1FPfkHLwazOU=s128-c0x00000000-cc-rp-mo,5,a month ago,"The staff was great! They were personable and kind. The food was just as good, if not better. So much flavor! it tasted how Thai food is actually supposed to taste. I highly recommend coming here, even if you're just passing through town!",1635731956,Good
191,200,1,1,Frankie Badgely,https://www.google.com/maps/contrib/115281511452111676970/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxUgvl-AJwKDuUiy9WwmYDnYAEcKZbKFrUPgxHS=s128-c0x00000000-cc-rp-mo,5,2 months ago,Our first experience with Zoo Thai was opening week for them and it was apparent they hadn’t quite found their legs yet. Glad I waited to review because it’s really great now. Nice to have a decent Thai spot in downtown Missoula.,1633488717,Good
192,201,2,2,Carol Zimny,https://www.google.com/maps/contrib/114688487230705077437/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxFdlTcaGsIoqsc4qCqW7DYR5Y3es5tuKeVa91M=s128-c0x00000000-cc-rp-mo,5,a month ago,AMAZING! Wonderfully kind staff. Ample portions. Delicious food. Reasonably priced.around a memorable food adventure! Looking forward to returning again.,1636126911,Good
193,202,3,3,Eva R,https://www.google.com/maps/contrib/109643997257461661719/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxYkrU48r23PdxeEaXTQT07xrg_3R4qEZXy5D2g=s128-c0x00000000-cc-rp-mo,5,3 months ago,"Excellent service, excellent food, excellent portions, excellently seasoned! Nothing negative to say here during our visit.  We are visiting from Washington DC and this place made the 5 thai restaurants near us look like amateurs!  To the locals that get to enjoy this fabulous restaurant at leisure,  embrace it! This is a damn good Thai place you should cherish as this is not a typical Thai restaurant, this place is superior!",1629776905,Good
194,203,4,4,Madeline Murdock,https://www.google.com/maps/contrib/117361451953528808561/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyEjYaJnlL_mtw76B4i6hM30sXWNju5pmRTzixl=s128-c0x00000000-cc-rp-mo,4,3 weeks ago,Food is terrific! Hours can be a bit weird and the spice rating system seems to vary a lot from dish to dish. Just know that a three in spiciness seems to mean they add that much spice to whatever spice is already in the dish.,1636856354,Good
195,204,0,0,Chris Haines,https://www.google.com/maps/contrib/106217154424606669120/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhLjGDh44jcow-ihq9UP1pvhsWVHATQ9_BY2kWgUA=s128-c0x00000000-cc-rp-mo-ba3,5,2 weeks ago,"Had a delicious breakfast with friends. Waited about 15 minutes for a table, and on a Saturday morning that is not bad. I had the breakfast burrito. Definitely big enough for two or left overs. If you get a chance order the Buckwheat waffle! It is light and fluffy and absolute heaven. Also beg enough for two. The wait staff was friendly, professional and very on top of their game. Always made sure our table was well taken care of. Shout out to Jim and Dennis for running an amazing establishment!! Prices are a little high but comparable to other places around town and with amazing food like what they are putting out it is worth the money in my opinion.  Try it and you will fall in love!!",1637211669,Good
196,205,1,1,Renata Cayton,https://www.google.com/maps/contrib/111730938194876066435/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyRfD_iPyryeIvLlFQC6Bf092EcVX5-ZD0PNMc=s128-c0x00000000-cc-rp-mo-ba5,5,2 months ago,"Best breakfast that I've had so far! Love that you can get breakfast and lunch all day. Love that they had muhammara and made it into a great addition to my breakfast bowl. They have a vast array of vegan/vegetarian options and even the traditional dishes were over the top. The special of the day, biscuits and gravy, was very delicious too. The build your own plate makes it easy if the options available were not what you were seeking. Definitely recommend this place as it appeases to everyone.",1632498892,Good
197,206,2,2,Sarah S,https://www.google.com/maps/contrib/104236829249851256284/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjRsgPuhDWJZ60HPcURyvXRX2jqkUKbtVnh3TgiAQ=s128-c0x00000000-cc-rp-mo,5,2 weeks ago,"Best place for breakfast in town, and delicious lunches too. Super cozy, intimate dine-in vibe. We love all of it!",1637169034,Good
198,207,3,3,Trenton Thomas,https://www.google.com/maps/contrib/117833540483042433448/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gho1cUkf89H-0ZqhcsRfC1YaeGpeL_4jxkF59YliCQ=s128-c0x00000000-cc-rp-mo-ba5,5,3 months ago,Staff is wonderful and the food is always priced so well for the big portions you get! The coffee is always above par and they make a mean cappuccino! I love coming here. Even when they're busy the staff is still kind and caring. I hope they're getting paid WELL for their 5 star services.,1629924609,Good
199,208,4,4,Cliff Stolk,https://www.google.com/maps/contrib/108633682753691427782/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzJO290gX-4VSOtx3C3aR3eEs3CX379EsLHop_V=s128-c0x00000000-cc-rp-mo,5,3 months ago,"London fog (Earl grey tea with vanilla and steamed milk) is the best I've ever had.

The heap is amazing and is enough to easily feed 2. No joke.

Bacon was a little thin/crispy for my taste, but the sausage patties were a good alternative.",1630301599,Good
200,209,0,0,Tessa Pearson,https://www.google.com/maps/contrib/110266042632682910679/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiZ-aW5Al9B33lCBQpZYo3Vgspuy4HLa4685-nm=s128-c0x00000000-cc-rp-mo,5,a month ago,"Wow! What an experience. I absolutely loved it. From the moment I walked in the door, they were very hospitable. They answered all my questions and then some. They were very friendly. I thoroughly enjoyed the Cryo Chamber and the squeeze boots (Freeze and Squeeze). I work on concrete on my feet for 8 hours everyday. My legs and feet have been hurting for awhile. After one session of the Freeze and Squeeze, my feet feel amazingly better. I am going to make this a monthly thing if not weekly. I could not give a higher rating. I will be back!!!",1636118186,Good
201,210,1,1,Teresa Nelson,https://www.google.com/maps/contrib/111905556042354325995/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiGYIit5SHj2OEgtw61M7URgDMcCpXnuvvSR4ABbw=s128-c0x00000000-cc-rp-mo,5,2 weeks ago,This place is awesome! The cryotherapy and sauna felt so good on my muscles. A must muscle recovery  for any athlete or anyone w sore muscles. Staff is very knowledgeable and kind and cares about your well being. Thank you for the great experience!,1637382730,Good
202,211,2,2,Chelsey Harshell,https://www.google.com/maps/contrib/104428232255750382132/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwq-jSyPd9VZ5E5bkTpHg8AmzyzZfnO69A0R7yJ=s128-c0x00000000-cc-rp-mo,5,2 months ago,"This place is awesome! Super clean, the staff are very knowledgeable and helpful, and even after two sessions I'm already noticing a difference in my workout recovery. I would highly recommend that everyone give it a try!",1632424799,Good
203,212,3,3,Brittney Brady,https://www.google.com/maps/contrib/108948595005603822695/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjLSwihroL0djLTELpIjbpulHmUZ7R9YrczK8s=s128-c0x00000000-cc-rp-mo,5,2 months ago,Loved everything about my experience at Cryo Method. The facility is clean and decorated beautifully. Their gear is amazing and all of the treatments really made me feel energized. The staff is very knowledgeable and helpful.,1632280659,Good
204,213,4,4,Justin Sinclair,https://www.google.com/maps/contrib/106317457067420932832/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy5FQVuZvE__IW3--IQqj36moqxODhOhYb4O4Ni=s128-c0x00000000-cc-rp-mo,5,2 months ago,Such a great experience from start to finish. They were so helpful and answered all of my questions. The health benefits cryo and red-light provide are truly amazing.,1632192306,Good
205,214,0,0,Alexandra Akmal,https://www.google.com/maps/contrib/100448883774010147979/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzcV51Qjv78hpIO9H5oe1QGIGDniQ6N35LmZL1B=s128-c0x00000000-cc-rp-mo,5,a month ago,"I probably grab drinks here more often than anywhere else in town! Chill and comfortable atmosphere with friendly and fun servers, and they let you bring takeout in and pretty much always have a food truck out back. Even now that it’s getting colder, I love sitting outside by the fire pits just as much as inside. Love this place!",1635971582,Good
206,215,1,1,Rylee Gulde,https://www.google.com/maps/contrib/118356993635654417438/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy4G5NFa1KNHQ3a_QGq3w3rzmyGya0O-c3KEK7t=s128-c0x00000000-cc-rp-mo,5,3 months ago,"Just wanted to take a moment to compliment the service we received from Natalie this evening. You guys were super busy and she was fantastic! I appreciate a server who does a great job, and she handled our table of 4 adults with a perfect display of relaxed competence. Well done! We will be back because for the service we receive from Natalie!",1630682050,Good
207,216,2,2,Crystal Bagwell,https://www.google.com/maps/contrib/104771483453944107418/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiSM7ly1J-vYPQ3KMTpAt57NpalRriwPyVsVFTU=s128-c0x00000000-cc-rp-mo-ba3,5,in the last week,"Huge selection! Well informed bartender/sommelier. Had live music. Plenty of room, lots of information on how to arrive home safely, being responsible.",1638732969,Good
208,217,3,3,Sarah Greichen,https://www.google.com/maps/contrib/110825922969940255197/reviews,en,https://lh3.googleusercontent.com/a/AATXAJz3Ej04jV1YmUomxuA2VWQH4Ew7kYUlAXoDCqDY=s128-c0x00000000-cc-rp-mo,1,a month ago,"This restaurant is ableist and violated the Americans with Disabilities Act. My sister has a service dog and because the dog is for psychiatric reasons the manager told her it “didn’t count” and that the dog had to leave. She relies on him to be able to go to restaurants and fully participate in society. We were outside and he barked, which is the reason why they kicked us out. She was in complete control (he is still training) and under law she was in the right. This is discrimination and a violation of ADA. It is NEVER okay to invalidate a disabled person and this restaurant should be ashamed for the way they treated her. If I could give zero stars I would.",1634432572,Bad
209,218,4,4,Theresa Martinosky,https://www.google.com/maps/contrib/107416137888157276733/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgINJ_MSMoLDHnQl1MQcZoMukbvTb2tQMjFZB1y=s128-c0x00000000-cc-rp-mo-ba2,5,in the last week,Great atmosphere with Mary Place and Blue Moon playing. Wonderful beer offerings.,1638594986,Good
210,219,0,0,Megan Zmak,https://www.google.com/maps/contrib/101809510862429964760/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GheN-inmfVV9xx6jZv2z3LpJhNibFaFFvYD5oHw=s128-c0x00000000-cc-rp-mo,1,4 months ago,"Walked in at 11am on a Saturday morning. Was told it would be a 25-30min wait. We waited 30min and they seated the 4 of us. The first staff member brought us water right away. A few minutes later our waitress came by and introduced herself and asked if we wanted anything else to drink besides water. The entire front page of the menu is all alcoholic beverages. When I asked to order a mimosa, the waitress informed me that they sold their liquor license 2 months ago. I’m curious as to why the entire front page of the menu still advertises alcohol if they no longer sell any? There were no signs in or outside the restaurant that informed me as a customer of this change. The waitress left our table and said she would be back shortly to take our orders. She came back promptly and we ordered our food. We sat and waited for an hour and 12 minutes. Our waitress had come by once in that time and said “oh you haven’t gotten your food yet?” Why didn’t my waitress know when my food was arriving at my table? Isn’t that their entire job? I asked another employee walking by if she could check on our food. A little while had passed and our original waitress came back and said “Sorry, your order ticket got lost. Do you want me to ring it in for you now?” I said no I’m not waiting any longer and I left. Very very disappointed in the service. At least 5 other employees passed near our table within that hour and didn’t think to check on us. Probably won’t be going back.",1625944378,Bad
211,220,1,1,Sarah Jacklin,https://www.google.com/maps/contrib/113092957174202266881/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyO2t2S990B5MDQe-mYkAsgNIbgXM6sIJv7il1t=s128-c0x00000000-cc-rp-mo,1,3 months ago,"Went in for breakfast for two, was told it would be a 30 min wait when there were plenty of open tables for two as well as larger booths. We ventured around until they called us to inform us they were ready to seat us! Waters quickly brought to the table and server arrived moments later to get our order… prices could use some modifying on some drink orders for sure… regular diner coffee cost me more than my espresso drinks at coffee kiosks!!! All food was lacking flavor and drinks sat empty without refill after server walked by 9 times… bus boy came by once and filled our drinks so there is a positive point there! Corned beef and hash lacking corned beef, chicken fried steak just tasted like deep fried flour… so disappointing as I read reviews and menu pictures looked great!! Also need a menu update as no longer serve alcohol",1629061963,Bad
212,221,2,2,Peter Thaggard,https://www.google.com/maps/contrib/110997658125581939571/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gj0fpMwN8EqjHTUb55AiuOvB8hbhYhECegv8KV9=s128-c0x00000000-cc-rp-mo-ba3,5,3 months ago,"The Shack offers Missoula's finest breakfast fare.  In addition to the usual gamut of omelets, they also offer more esoteric fare like trout and eggs, pork chops and eggs, and chicken fried steak with jalapeno gravy.
The food is excellent, but equally important is the ambiance.  The staff is simultaneously attentive and laid back, so you can  occupy a booth for a couple of hours while getting continuous refills of their excellent coffee.
I make it a habit to stop by The Shack every time I swing through Missoula, and I suggest that you try it too.",1630793586,Good
213,222,3,3,Roger Chenkenio,https://www.google.com/maps/contrib/106839613183920251858/reviews,en,https://lh3.googleusercontent.com/a/AATXAJz_8mQKzkcCzFWo5AI2Ia6M2muPF2FRhuL6aRbk=s128-c0x00000000-cc-rp-mo,5,4 months ago,Neatly tucked away off the street with great outdoor area. Love the antiques on display and our waitress was a very friendly person.  Who took care of us. Breakfast was great and orange juice was freshly squeezed and menu was extensive along with great espresso,1627424100,Good
214,223,4,4,FourLegged Spoon,https://www.google.com/maps/contrib/110608473145007784794/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ggroeq1i0U7c9eRNUBRuXWKbzqVK-mgx8f7zyV0=s128-c0x00000000-cc-rp-mo-ba3,2,2 months ago,"The Shack used to be a great little place. Cute, great coffee, fresh ingredients and a mellow atmosphere. I think they may have changed the preparation of a few mainstays on their menu. They should DEFINITELY go back to the original way of making their sautéed veggies with the nice layer of crispy spuds topped with a layer of sautéed veggies covered in cheese. I think I may stop ordering my fav thing on their menu if they don’t. The corned beef hash was merely their usual hash browns with chopped up pieces of sausage in it, not corned beef, or at least it was unrecognizable as such. Everyone at my table ordered fresh squeezed orange juice and coffee, I ordered a latte and it didn’t arrive until a good 5 plus minutes after everyone else was served and there was never an offer for a refill on the drip coffee we ordered the entire time we were there. I hope we aren’t preparing to see another Missoula staple hit the dust.",1631995376,Bad
215,224,0,0,Tahy Swag,https://www.google.com/maps/contrib/108828957609464141697/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyMCAjLNcRtwka_rj5RVcbCA8rl7t0lGsAyZ41E=s128-c0x00000000-cc-rp-mo,3,a month ago,Good prices if u looking for fast and cheap but my last few visits the food was cold and taste old like it was made half an hour earlier,1635488767,Bad
216,225,1,1,R. Sanchez-Vazquez,https://www.google.com/maps/contrib/105891340539073440317/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgV2pCxEWHmoi3GxFD-sBY4lBWgYhdVmqRhXEggEg=s128-c0x00000000-cc-rp-mo-ba2,5,a week ago,Good as always. It's been a treat for myself to go when I'm out. I've never had an issue,1638078460,Good
217,226,2,2,Leah,https://www.google.com/maps/contrib/113417660998427759265/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwtiH8SBgB24_nWj0IsPQ8FbaE0Nfkk4hdDMhhi=s128-c0x00000000-cc-rp-mo-ba4,5,5 months ago,"Every burger was made exactly as it should of been. It was fresh and yummy. Bathrooms were decently clean and stocked. Employees were nice enough to say thank you and you're welcome, you can't get that at McDonald's if your life depended on it! Lol",1625786105,Good
218,227,3,3,kiona turk,https://www.google.com/maps/contrib/114237223783718591692/reviews,en,https://lh3.googleusercontent.com/a/AATXAJw4NEazJegi-3r8HePXsnvKsKhPd2vHDWIW7-uH=s128-c0x00000000-cc-rp-mo,1,2 months ago,We went into the drive through before 10. And they close at 10  They  wouldn’t let us order and left the car order in front of us. I called after they wouldn’t talk to us at the box. Bryadon Said “we have no product to give you” like what? Braydon flipped us off while in the drive through window if you wanna watch the drive through cameras(full finger) . Hire better workers!!!,1631419619,Bad
219,228,4,4,Devon Harper,https://www.google.com/maps/contrib/107823628232667905244/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Giym1LPc2wRjwrGXwKYm2fKRNadhOxfAdUj8uh3UEw=s128-c0x00000000-cc-rp-mo-ba3,1,4 months ago,"This place is a joke. I ordered a large combo meal, and asked for an iced tea. The ""manager"" Brandon said they only had fuze tea in the vending machine. When I pointed to the brewed iced tea in the back, Brandon said that was not available. So I had to have the instant tea from the machine.

When I received my food, there were no napkins. I asked Brandon if there were any napkins, but were told there were no napkins available.

After I left the restaurant, I discovered that my bag contained a small french fry, instead of the large I ordered. At this point I was too frustrated to go back and request the large fry I paid for.

During my entire time Brandon was more interested in joking with the other employees in the back than helping the customers in the restaurant.

This location is extremely poorly managed and I will avoid this location in the future.",1627788623,Bad
220,229,0,0,Phil,https://www.google.com/maps/contrib/107182471625362212404/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiwP6yGGA0TDGjkdYkfVLnzGizAIQk3u1hP1cR4Tg=s128-c0x00000000-cc-rp-mo-ba5,3,4 months ago,Nice view of a gym and a highway,1626746822,Bad
221,230,0,0,Joe M,https://www.google.com/maps/contrib/116909018406362450186/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgNx5hhwG9_ylFsccmLGNKVPuNRQ5sKbjYExiQi=s128-c0x00000000-cc-rp-mo-ba2,5,3 months ago,This place has great flavors.  There is something for everyone in my family when we enjoy their delicious empanadas.  The owner holds herself and her staff to a high standard so the service is always fantastic and the food is always on point.  The restaurant is always clean and has a cheery vibe to it.  I highly recommend!,1630599412,Good
222,231,1,1,Lucia Olivera,https://www.google.com/maps/contrib/106956413200011671244/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ghpp6oiqTqnv4iLbwm8IzzFlnfR45uMBweEyOVBq8M=s128-c0x00000000-cc-rp-mo,5,a year ago,I haven't been to the restaurant yet but the vegetarian empanadas from their food truck were delicious and authentic; I can't wait to go back!,1606711872,Good
223,232,2,2,Ivy Duncan,https://www.google.com/maps/contrib/104437888374366771475/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GieL9KjBlJFhQ3o1eeCDk2Sfxfj1XrgxzLk7uQDNw=s128-c0x00000000-cc-rp-mo,5,7 months ago,"First timers to the Empanada Joint food truck, and it was amazing! Made for a great bite to grab at Great Burn. I got the Mannix beef and the beet with goat cheese empanadas, so savory! The service was wonderful and the people lovely, looking forward to going back.",1619572675,Good
224,233,3,3,Lisa Smith,https://www.google.com/maps/contrib/114494895475037822301/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiYi2YzSfGxRIVVB5Drm97fDdbLw1hhBCiWYLcz-A=s128-c0x00000000-cc-rp-mo,5,a year ago,I used to eat here a lot when they first opened before I had to go gluten free. I was really sad when I had to quit eating there. Recently I found out they have gluten free!!! I'm so excited and happy I can eat here again!,1587882490,Good
225,234,4,4,Della Clark,https://www.google.com/maps/contrib/108063747611117147458/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiWHeCqc8NZvBsF33fH-Qcd3RqiHWGwJjlulTZb1g=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,"This is a hidden gem in downtown Missoula, MT! All the Empanadas are made daily by the friendly staff. Unique soups complement any meal. This is one of my favorite stops!!",1573004595,Good
226,235,0,0,Brittany Carpenter,https://www.google.com/maps/contrib/107743830320501429089/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgePN5CZMIaRGhLgbs7DIXOMP2XbHtVSYJECVrhRA=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,"The Sweat Shop has become a second home to me since moving to Missoula! I was new to beat based spin, but the instructors take their time to help you and make sure you are safe.

Special thank you to Lene, Rosie, Elle, Izzi, Alyssa, and Megan for being incredibly welcoming to the new girl in town!",1626270745,Good
227,236,1,1,Isabella Sturgeon,https://www.google.com/maps/contrib/115236699958757236510/reviews,en,https://lh3.googleusercontent.com/a/AATXAJx0pudYt8yacrlu0uHn2J9ZxsUGh1BRu__cnLHN=s128-c0x00000000-cc-rp-mo,5,11 months ago,The Sweat Shop has changed my fitness journey through all of 2020. I’ve loved growing and learning with all of the other instructions and push myself every single class. The clients and instructors here are so amazing and welcoming. I truly feel I be completely myself inside these walls. Let’s SWEAT through 2021 together!!,1609475034,Good
228,237,2,2,Miranda Wall,https://www.google.com/maps/contrib/117056006323117020445/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gj4LkMq1Yy75JFKoHQZhpXVQ4INe0aCOtXquqImPw=s128-c0x00000000-cc-rp-mo,5,11 months ago,I was first introduced to cycling by some friends a few months after I had my son. It was intimidating at first but the team at Sweatshop had been supportive from my first ride to present. They have adapted to changes well from Covid and always keep things fresh and positive. I feel it is a great place for all types of individuals no matter their current physical level.,1609523281,Good
229,238,3,3,Aerionna Skrutvold,https://www.google.com/maps/contrib/113434727980864278478/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ggs9fMqT3TJoQim4JI6miJmt4k1-8km44WkgEfoEA=s128-c0x00000000-cc-rp-mo,5,11 months ago,"I love cycling at the Sweat Shop, in 2020 I worked out there until I was 37 weeks pregnant. The instructors were super supportive, helped me modified my workout and each class I was able to ride to my own ability and leave feeling great!",1609455438,Good
230,239,4,4,Kaylee,https://www.google.com/maps/contrib/102999061730661491718/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyqsv0QU_NRArH3ZerWTG3SrISfgOECsPrZbVBL=s128-c0x00000000-cc-rp-mo,5,11 months ago,"Sweatshop has totally changed the way I workout! The classes are amazing, the instructors are incredible and so motivating!! I’ve never had so much fun working out!!",1610027869,Good
